asset_id,public_id,display_name,asset_folder,resource_type,delivery_type,format,width,height,aspect_ratio,bytes,created_at,secure_url,alt,caption,tags,derived_resource_count,likely_owner,likely_usage_class,audit_status,audit_flags,recommended_action
65ecc86f9a959ae6ec0a9a8dca3d9d7d,creare-lab-image,creare-lab-image,,image,upload,jpg,3818,2138,1.7858,1266409,2026-06-04T00:55:03Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1780534781/creare-lab-image.jpg,"Private sailing regatta experience on the Bosphorus, designed for corporate groups and bespoke cultural programs in Istanbul.",Private Sailing Regatta on the Bosphorus,bespoke-experience|bosphorus|corporate-events|creare|creare-lab|cultural-experiences|curated-experiences|custom-experience|experiential-travel|group-travel|incentive-travel|istanbul|lab|luxury-travel|mice|premium-events|private-events|sailing-regatta|team-building|Turkey,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|REVIEW_USAGE,REVIEW_USAGE
ed34a1a119b56b2d6fc9e4e0bd4f1a4c,creare-signature-image,creare-signature-image,,image,upload,jpg,6224,4149,1.5001,4137702,2026-06-04T00:03:09Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1780607716/creare-signature-image.jpg,"Curated cultural experience setting overlooking Cappadocia's historic landscape, prepared for private discovery and meaningful encounters.",Curated Cultural Experience in Cappadocia,anatolia|cappadocia|creare|cultural discovery|cultural experience|curated travel|destination design|experiential travel|heritage|luxury travel|private experience|signature,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
362eb48673134ee084e872b946caa35a,creare-hero-image,creare-hero-image,,image,upload,jpg,5088,3496,1.4554,2296378,2026-06-03T22:43:18Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1780528148/creare-hero-image.jpg,"The Library of Celsus and the Gate of Augustus at sunset in the ancient city of Ephesus, Türkiye.","Library of Celsus at Sunset, Ephesus",Ancient Anatolia|Ancient Civilization|Ancient Greek temple|Ancient history|Archaeological site|Archaeology|Celsus Library|creare|Cultural Heritage|Cultural Travel|Cultural Worlds|Editorial|Efes|Ephesus|Experiential Travel|Historic site|Historical Architecture|History|Homepage Hero|Landmark|Luxury Travel|Roman Heritage|Roman temple|Sunset|Turkey|Türkiye|World Heritage|World Heritage Site,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
cc869fbeb99188aa0f1f521371b69ea4,creare/homepage/collections/signature/main,homepage-signature-collection-main,creare/homepage/collections/signature,image,upload,png,1376,768,1.7917,500119,2026-05-14T12:12:55Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778760775/creare/homepage/collections/signature/main.png,"Evening opera salon setting overlooking the Bosphorus with candlelit tables, restrained ceremony, and refined cultural atmosphere.",Signature collection editorial image for a floating salon opera setting in Istanbul,bosphorus|ceremonial-evening|creare|cultural-luxury|editorial|homepage|istanbul|opera-salon|private-access|signature,0,CREARE,ORIGINAL,OK,OK,KEEP_AS_IS
d9ad2c98b169ab1699510265c1811be5,creare/experiences/table-to-farm-bodrum/hero/main,table-to-farm-bodrum-hero-main,creare/experiences/table-to-farm-bodrum/hero,image,upload,jpg,4049,3041,1.3315,3067784,2026-05-14T12:12:53Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778760773/creare/experiences/table-to-farm-bodrum/hero/main.jpg,"Curated outdoor dining experience in Bodrum featuring Anatolian textures, handcrafted table styling, local gastronomy, and slow luxury atmosphere.",Editorial farm-to-table dining setting in Bodrum,anatolian-textures|bodrum|creare|cultural-luxury|editorial-dining|farm-to-table|signature|slow-luxury|table-to-farm-bodrum|tablescape,0,CREARE,ORIGINAL,REVIEW,VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
80a3c6ad3fa18d2e6f1be12691483a54,creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,,image,upload,jpg,4049,3041,1.3315,3136354,2026-05-13T18:27:15Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696835/creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
f246140b7064cda6b6a69be7979ae445,large_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,large_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,,image,upload,jpg,1000,751,1.3316,263941,2026-05-13T18:27:15Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696835/large_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
d8ad12b26bed1a4e1694cf1dca241902,medium_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,medium_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,,image,upload,jpg,750,563,1.3321,145317,2026-05-13T18:27:15Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696835/medium_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
8f0d7f66300683ac0a77e5848bfba272,small_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,small_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,,image,upload,jpg,500,375,1.3333,64706,2026-05-13T18:27:15Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696835/small_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
5fd042f73e6d6831cda46b35a11b7392,thumbnail_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,thumbnail_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7,,image,upload,jpg,208,156,1.3333,11805,2026-05-13T18:27:14Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696834/thumbnail_creare_bodrum_editorial_dining_hero_bf905b_52b85b97b7.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
a40c3675bc5416e482b203067aed8926,Creare_anatolian_farmhouse_editorial_e4h9bi,creare-anatolian-farmhouse-editorial-01,,image,upload,png,767,1018,0.7534,1865651,2026-05-13T16:07:10Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778688430/Creare_anatolian_farmhouse_editorial_e4h9bi.png,"Warm editorial interior featuring an Anatolian farmhouse breakfast table with floral arrangements, handcrafted textures, and refined cultural details in Bodrum.",Anatolian farmhouse breakfast setting in Bodrum,anatolian|bodrum|breakfast-table|creare|cultural-luxury|editorial|farmhouse|hospitality|warm-interior,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|PNG_PHOTO_CANDIDATE|REVIEW_USAGE,REVIEW_USAGE
da09587bfdfa3c7379a371a2c3167b40,creare-anatolian-farmhouse-editorial-01jpg_fd28a2,creare-anatolian-farmhouse-editorial-01.jpg,,image,upload,png,783,1038,0.7543,1647180,2026-05-13T15:58:01Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778687881/creare-anatolian-farmhouse-editorial-01jpg_fd28a2.png,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|PNG_PHOTO_CANDIDATE|REVIEW_USAGE,REVIEW_USAGE
f1e9ee11a92fe127c809c2584dbaafa6,creare-anatolian-farmhouse-editorial-01,creare-anatolian-farmhouse-editorial-01,,image,upload,png,783,1038,0.7543,0,2026-05-13T15:55:13Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778687895/creare-anatolian-farmhouse-editorial-01.png,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|REVIEW_USAGE,REVIEW_USAGE
16ec552c6852da6236af612952037316,creare_detail_gastronomy_master,creare_detail_gastronomy_master,,image,upload,jpg,4030,2639,1.5271,1350060,2026-05-13T15:17:15Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778695827/creare_detail_gastronomy_master.jpg,"Editorial close-up featuring artisanal Anatolian breakfast elements, handcrafted textures, fresh fruit, local cheeses, and refined hospitality styling in Bodrum.",Artisanal Anatolian breakfast detail in Bodrum,anatolian-gastronomy|artisan-breakfast|bodrum|creare|culinary-editorial|editorial-food|hospitality-detail|local-cheese|rustic-refinement|sensory-luxury,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
f156541d799eaacfdf43841bea3c2ce5,creare_bodrum_editorial_dining_master_3c9061,creare_bodrum_editorial_dining_master,,image,upload,jpg,4047,3039,1.3317,2780587,2026-05-13T15:11:29Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778685089/creare_bodrum_editorial_dining_master_3c9061.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
f5d7bab9ae7ffa814341c48e8350414e,table-to-farm-bodrum-interior-table_yamcjj_471715,creare_bodrum_farmhouse_interior_01,,image,upload,jpg,1200,1500,0.8,382607,2026-05-13T14:59:11Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778684351/table-to-farm-bodrum-interior-table_yamcjj_471715.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|REVIEW_USAGE,REVIEW_USAGE
6521e786df5a844e90a1fef32e9c1999,creare_bodrum_editorial_dining_hero_bf905b,creare_bodrum_editorial_dining_hero,,image,upload,jpg,4049,3041,1.3315,3067784,2026-05-13T14:51:22Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778696230/creare_bodrum_editorial_dining_hero_bf905b.jpg,"Curated outdoor dining experience in Bodrum featuring Anatolian textures, handcrafted table styling, local gastronomy, and slow luxury atmosphere.",Editorial farm-to-table dining setting in Bodrum,anatolian-textures|bodrum|creare|cultural-luxury|editorial-dining|farm-to-table|slow-luxury|sunset-hospitality|tablescape,0,CREARE,ORIGINAL,REVIEW,ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
d330479e72dbca845a2c09fd44dc52fc,table-to-farm-bodrum-hero-editorial_8cc990,table-to-farm-bodrum-hero-editorial,,image,upload,jpg,4032,2268,1.7778,1776857,2026-05-13T14:43:20Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778683400/table-to-farm-bodrum-hero-editorial_8cc990.jpg,,,,0,UNKNOWN,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
744f92e1890e5d95b7a4922a1b03fff9,table-to-farm-bodrum-hero-editorial_f319d1,table-to-farm-bodrum-hero-editorial,,image,upload,jpg,4032,2268,1.7778,1776857,2026-05-13T14:42:34Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778683354/table-to-farm-bodrum-hero-editorial_f319d1.jpg,,,,0,UNKNOWN,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
e32295beaaa251cf19083dee2fdd9165,creare_hero_editorial_1e0167,creare_hero_editorial,,image,upload,jpg,4032,2268,1.7778,2151482,2026-05-13T14:37:48Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778683068/creare_hero_editorial_1e0167.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
18a09b31835918cff754c8d0badac2c5,table-to-farm-bodrum-hero-editorial_ipklzi,table-to-farm-bodrum-hero-editorial,,image,upload,jpg,4032,3024,1.3333,4630823,2026-05-13T14:34:51Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778682891/table-to-farm-bodrum-hero-editorial_ipklzi.jpg,,,,0,UNKNOWN,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
62176941c6fee7b67f0b78a4f94b4280,table-to-farm-bodrum-interior-table_yamcjj,creare_warm_interior,,image,upload,jpg,1536,2048,0.75,713488,2026-05-13T14:28:44Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778682524/table-to-farm-bodrum-interior-table_yamcjj.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|REVIEW_USAGE,REVIEW_USAGE
3a05281a7a2b9824215bd804aca9a5cf,table-to-farm-bodrum-cheese-board_bqek4f,creare_detail_cinematic,,image,upload,jpg,4030,2639,1.5271,2814458,2026-05-13T14:25:28Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778682328/table-to-farm-bodrum-cheese-board_bqek4f.jpg,,,,0,CREARE,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|VERY_LARGE_ORIGINAL|REVIEW_USAGE,REVIEW_USAGE
ae76eb728d320187262f08e3e2287fe6,large_dinner_6_75cfbc7f7a,large_dinner_6_75cfbc7f7a,,image,upload,jpg,1000,750,1.3333,278206,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/large_dinner_6_75cfbc7f7a.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
55a959d3b11341be46f614e020e043a6,medium_dinner_6_75cfbc7f7a,medium_dinner_6_75cfbc7f7a,,image,upload,jpg,750,563,1.3321,164471,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/medium_dinner_6_75cfbc7f7a.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
341d0aa9049c0fcfccb7ca209fd8552b,large_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,large_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,,image,upload,jpg,1000,811,1.233,126327,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/large_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
b1ae3f4a9d75fce45e5da5bb774f20d2,small_dinner_6_75cfbc7f7a,small_dinner_6_75cfbc7f7a,,image,upload,jpg,500,375,1.3333,74551,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/small_dinner_6_75cfbc7f7a.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
8bdda2d821b7a2f104133faae91f57b9,thumbnail_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,thumbnail_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,,image,upload,jpg,193,156,1.2372,9051,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/thumbnail_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
57a62bc1981dd98f774b9c9458fb87c6,small_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,small_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,,image,upload,jpg,500,406,1.2315,41200,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/small_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
ea14b7e40dff1cf5c4f32bd91048fccc,medium_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,medium_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8,,image,upload,jpg,750,608,1.2336,78929,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/medium_Whats_App_Image_2026_03_27_at_16_27_04_692ff6e7c8.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
45b65d73c562bc3b2000e36abd10742f,small_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62,small_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62,,image,upload,jpg,375,500,0.75,44100,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/small_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
9b2917180bc97bb9d1e477fb4dc54498,dinner_6_75cfbc7f7a,dinner_6_75cfbc7f7a,,image,upload,jpg,1600,1200,1.3333,593516,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/dinner_6_75cfbc7f7a.jpg,,,,0,UNKNOWN,ORIGINAL,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|REVIEW_USAGE,REVIEW_USAGE
2cc3ccebf1e495d2713aaaf1d25aa363,medium_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62,medium_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62,,image,upload,jpg,563,750,0.7507,82186,2026-05-12T10:40:45Z,https://res.cloudinary.com/djr97wm0n/image/upload/v1778582445/medium_Whats_App_Image_2026_03_27_at_16_27_01_1_4dc6897d62.jpg,,,,0,STRAPI,STRAPI_RESPONSIVE_DERIVATIVE,REVIEW,MISSING_ALT|MISSING_CAPTION|MISSING_TAGS|ROOT_FOLDER|STRAPI_RESPONSIVE_COPY|REVIEW_USAGE,REVIEW_USAGE
